stream_id,result_value,timestamp,analyte,qc_level,instrument_id,method_id,operator_id,reagent_lot,control_material_lot,calibration_status,run_id,units,flags,entry_source,comments
demo-pharma_qc-hplc-assay-01-api-potency,100.0,2026-02-16T08:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-001,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.07,2026-02-16T10:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-002,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,99.93,2026-02-16T12:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-003,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.14,2026-02-16T14:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-004,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.0,2026-02-16T16:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-005,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,99.86,2026-02-16T18:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-006,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.07,2026-02-16T20:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-007,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.14,2026-02-16T22:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-008,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,102.38,2026-02-17T00:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-009,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.21,2026-02-17T02:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-010,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.0,2026-02-17T04:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-011,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,99.93,2026-02-17T06:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-012,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.07,2026-02-17T08:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-013,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.0,2026-02-17T10:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-014,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,99.86,2026-02-17T12:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-1,PHA-01-A,ok,pharma_qc-001-015,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.14,2026-02-17T14:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-2,PHA-01-B,ok,pharma_qc-001-016,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.07,2026-02-17T16:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-2,PHA-01-B,ok,pharma_qc-001-017,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.0,2026-02-17T18:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-2,PHA-01-B,ok,pharma_qc-001-018,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,99.93,2026-02-17T20:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-2,PHA-01-B,ok,pharma_qc-001-019,% label,[],manual,synthetic demo single high action outlier
demo-pharma_qc-hplc-assay-01-api-potency,100.07,2026-02-17T22:05:00Z,API Potency,Assay QC,HPLC Assay-01,HPLC Assay,pharma_qc-demo,PHA-RG-2,PHA-01-B,ok,pharma_qc-001-020,% label,[],manual,synthetic demo single high action outlier
